id,content,source,label,tags,publication_date,author,link,label_enc
5496,"Światowa Organizacja Zdrowia zaproponowała 20 milionów dolarów łapówki prezydentowi Madagaskaru, Andry Rajoelinie. W zamian za te pieniądze miał zatruć produkowany w tym kraju lek na COVID-19. Prezydent odmówił i postanowił, że Madagaskar opuści WHO.",fake_news_pl,Fałsz,spoleczenstwo,1627034258,,https://fakenews.pl/spoleczenstwo/nie-who-nie-zaoferowala-prezydentowi-madagaskaru-lapowki/,0
5497,Zdjęcie kobiety z flagą przedstawia tłumy zebrane 17 lipca na demonstracji przeciwko wprowadzeniu Zaświadczenia Sanitarnego we Francji.,fake_news_pl,Fałsz,spoleczenstwo,1626776492,,https://fakenews.pl/spoleczenstwo/nie-to-zdjecie-nie-pochodzi-z-demonstracji-17-lipca-we-francji/,0
5498,"Nagranie z Ugandy prezentuje pustą trumnę osoby, która rzekomo zmarła na COVID-19.",fake_news_pl,Fałsz,spoleczenstwo,1626244895,,https://fakenews.pl/spoleczenstwo/puste-trumny-ofiar-covid-19-w-ugandzie-sprawdzamy/,0
5499,"Chłopiec widoczny na zdjęciu został oskarżony o kradzież jedzenia. Sędzia nie wyciągnął wobec niego żadnych konsekwencji, uznając, że za jego zły stan materialny winę ponosi społeczeństwo.",fake_news_pl,Fałsz,spoleczenstwo,1625260923,,https://fakenews.pl/spoleczenstwo/chlopiec-zostal-oskarzony-o-kradziez-jedzenia-nie-sprawa-dotyczyla-morderstwa/,0
5500,Ceny paliw na stacjach benzynowych w Polsce przekroczyły granicę sześciu złotych.,fake_news_pl,Manipulacja,spoleczenstwo,1624948974,,https://fakenews.pl/spoleczenstwo/ceny-paliw-w-polsce-przekroczyly-granice-szesciu-zlotych-sprawdzamy/,2
5501,"Gosiame Thamara Sithole urodziła 7 czerwca dziesiątkę dzieci, ustanawiając tym samym rekord na najbardziej liczną ciążę mnogą.",fake_news_pl,Manipulacja,spoleczenstwo,1624536921,,https://fakenews.pl/spoleczenstwo/narodziny-dziesieciorga-dzieci-w-rpa-to-fake-news/,2
5502,Gest Cristiano Ronaldo doprowadził do 4 miliardów dolarów strat koncernu Coca-Cola.,fake_news_pl,Fałsz,spoleczenstwo,1624365745,,https://fakenews.pl/spoleczenstwo/cristiano-ronaldo-obnizyl-wartosc-koncernu-coca-cola-o-4-miliardy-to-fake-news/,0
5503,"Uniwersytet Jagielloński przygotowuje ofertę zajęciową według płci kulturowej studentów, aby na tej podstawie dokonywać ich segregacji.",fake_news_pl,Fałsz,spoleczenstwo,1624093195,,https://fakenews.pl/spoleczenstwo/czy-uniwersytet-jagiellonski-dokonuje-segregacji-studentow-ze-wzgledu-na-plec-to-nieprawda/,0
5504,Polski rezygnuje ze szczepionki AstraZeneca.,fake_news_pl,Fałsz,spoleczenstwo,1623352462,,https://fakenews.pl/spoleczenstwo/nie-polska-nie-rezygnuje-ze-szczepien-preparatem-astrazeneca/,0
5505,"Ludzie proszeni o założenie masek w Rosji, zostawiają wózki sklepowe z zakupami w marketach.",fake_news_pl,Fałsz,spoleczenstwo,1623170735,,https://fakenews.pl/spoleczenstwo/ludzie-w-rosji-porzucaja-wozki-sklepowe-gdy-sa-proszeni-o-zalozenie-maseczek-to-fake-news/,0
5506,"Pudła po bananach, przystrojone flagami, mają udawać trumny ofiar COVID-19.",fake_news_pl,Fałsz,spoleczenstwo,1622749083,,https://fakenews.pl/spoleczenstwo/pudla-po-bananach-udaja-trumny-ofiar-covid-19-to-fake-news/,0
5507,"Środowiska LGBT+ akceptują pedofilię, a pedofilów traktują jako część swojej społeczności.",fake_news_pl,Fałsz,spoleczenstwo,1622185355,,https://fakenews.pl/spoleczenstwo/czy-srodowiska-lgbt-akceptuja-pedofilie-to-fake-news/,0
5508,"W Niemczech funkcjonuje organizacja o nazwie “Ruch Odrodzenia Żydowskiego w Polsce”, której celem jest między innymi doprowadzenie do powrotu ponad trzech milionów Żydów do Polski, ustanowienie hebrajskiego drugim językiem urzędowym, oraz zerwanie przez Polskę konkordatu z Watykanem.",fake_news_pl,W większości fałsz,spoleczenstwo,1620076603,,https://fakenews.pl/spoleczenstwo/czy-ruch-odrodzenia-zydowskiego-w-polsce-postuluje-powrot-milionow-zydow-do-polski/,3
5509,"Jacques Attali powiedział w 1981 roku: “W przyszłości będzie to kwestia znalezienia sposobu na zmniejszenie populacji. Zaczniemy od starych, ponieważ gdy tylko przekroczy 60-65 lat, człowiek żyje dłużej niż produkuje i drogo kosztuje społeczeństwo. Potem słabi, a potem bezużyteczni, którzy nic do społeczeństwa nie wnoszą, bo będzie ich coraz więcej, a przede wszystkim w końcu głupich. Pozbędziemy się ich, sprawiając, że uwierzą, że to dla ich własnego dobra. (…) Znajdziemy coś albo spowodujemy pandemię, która dotknie niektórych ludzi, prawdziwy kryzys gospodarczy lub nie, wirusa, który uderzy w starego lub wielkiego, to nie ma znaczenia. Słabi ulegną, przestraszeni i głupi uwierzą i poproszą o leczenie. Zadbamy o zaplanowanie leczenia, które będzie rozwiązaniem. Selekcja idiotów będzie się więc dokonywała spontanicznie: pójdą sami na rzeź.”",fake_news_pl,W większości fałsz,spoleczenstwo,1619881493,,https://fakenews.pl/spoleczenstwo/czy-jacques-attali-faktycznie-mowil-o-planowanej-pandemii-juz-w-1981-roku/,3
5510,Nagranie przedstawia polskich policjantów bijących bezbronnego mężczyznę.,fake_news_pl,Fałsz,spoleczenstwo,1618395670,,https://fakenews.pl/spoleczenstwo/nie-to-nie-sa-polscy-policjanci-to-nagranie-z-mostaru/,0
5511,Policjanci we Francji rzucali kajdanki na znak wsparcia dla obywateli. W ten sposób mieli przeciwstawić się działaniom globalistów.,fake_news_pl,Fałsz,spoleczenstwo,1618300506,,https://fakenews.pl/spoleczenstwo/francuscy-policjanci-staneli-po-stronie-obywateli-sprawdzamy/,0
5512,"Polski rząd wprowadza nowe prawo, które zakazuje spuszczania psów ze smyczy.",fake_news_pl,Fałsz,spoleczenstwo,1617827970,,https://fakenews.pl/spoleczenstwo/nie-rzad-nie-wprowadza-zakazu-puszczania-psow-bez-smyczy/,0
5513,"Aldous Huxley powiedział: ‘W następnej generacji lub później powstanie farmakologiczna metoda na to, aby ludzie kochali swoje zniewolenie i będzie to taki pewien rodzaj dyktatury bez łez. Stworzony zostanie bezbolesny obóz koncentracyjny dla całych społeczeństw, tak, że ludziom zostaną odebrane wszelkie swobody obywatelskie, ale będą raczej z tego zadowoleni, ponieważ ich uwaga będzie odwracana od jakiejkolwiek chęci do buntu przez propagandę lub pranie mózgu, lub pranie mózgu wsparte metodami farmakologicznymi. I taka wydaje się być ostateczna rewolucja.’",fake_news_pl,Prawda,spoleczenstwo,1617291326,,https://fakenews.pl/spoleczenstwo/czy-aldous-huxley-mowil-o-ostatecznej-rewolucji-sprawdzamy/,1
5514,"Nagranie udowadnia, że szpitale stoją puste, a pandemii nie ma.",fake_news_pl,Fałsz,spoleczenstwo,1617028572,,https://fakenews.pl/spoleczenstwo/nie-to-nie-jest-pusty-oddzial-covidowy/,0
5515,"Kanclerz Niemiec, Angela Merkel publicznie przeprosiła za plan wprowadzenia twardego lockdownu w czasie Świąt Wielkanocnych.",fake_news_pl,Prawda,spoleczenstwo,1616613004,,https://fakenews.pl/spoleczenstwo/tak-angela-merkel-przeprosila-za-plan-wielkanocnego-lockdownu/,1
5516,Minister Czarnek planuje usunąć z matur język obcy.,fake_news_pl,Fałsz,spoleczenstwo,1616439887,,https://fakenews.pl/spoleczenstwo/minister-przemyslaw-czarnek-zamierza-usunac-jezyk-obcy-z-matury-to-fake-news/,0
5517,Osoby homoseksualne odpowiadają za ponad 50% przypadków pedofilii.,fake_news_pl,Fałsz,spoleczenstwo,1616164002,,https://fakenews.pl/spoleczenstwo/nie-homoseksualisci-nie-odpowiadaja-za-ponad-50-przypadkow-pedofilii/,0
5518,Izrael wprowadził na plażach leżaki przeznaczone tylko dla osób zaszczepionych.,fake_news_pl,W większości fałsz,spoleczenstwo,1615559042,,https://fakenews.pl/spoleczenstwo/lezaki-plazowe-tylko-dla-zaszczepionych-sprawdzamy/,3
5519,"Film ma być dowodem, że pandemia to spiek inscenizowany w studiach telewizyjnych.",fake_news_pl,Fałsz,spoleczenstwo,1615397523,,https://fakenews.pl/spoleczenstwo/nie-ten-film-nie-jest-dowodem-na-wyrezyserowana-pandemie/,0
5520,Zdarzenie na stacji w Rymaniu było skutkiem opozycyjnego bojkotu Orlenu.,fake_news_pl,Manipulacja,spoleczenstwo,1614596589,,https://fakenews.pl/spoleczenstwo/tvp-kobieta-wjechala-w-stacje-orlen-w-rymaniu-inspirowana-przez-opozycje-manipulacja/,2
5521,"Izaak Singer w trakcie Światowego Kongresu Żydów w 1996 roku powiedział: “Was, Polaków, nie będzie. Wy będziecie zbierać jedzenie po śmietnikach. My mamy wszystko rozpracowane. Spokojnie, powoli, krok za krokiem. To jest zbyt bogaty kraj, żebyśmy wam go zostawili. To jest nasza Ziemia Obiecana”.",fake_news_pl,Fałsz,spoleczenstwo,1614435394,,https://fakenews.pl/spoleczenstwo/nie-isaac-singer-nie-powiedzial-was-polakow-nie-bedzie/,0
5522,Filmy i zdjęcia manifestacji z Madrytu oraz Bukaresztu przedstawiają protesty przeciwko obostrzeniom.,fake_news_pl,Fałsz,spoleczenstwo,1614081233,,https://fakenews.pl/spoleczenstwo/nie-zdjecia-z-madrytu-i-bukaresztu-nie-przedstawiaja-protestow-przeciw-obostrzeniom/,0
5523,Otwarcie tunelu bazowego świętego Gotarda w Szwajcarii było ceremonią satanistyczną.,fake_news_pl,Fałsz,spoleczenstwo,1613669385,,https://fakenews.pl/spoleczenstwo/nie-otwarcie-tunelu-swietego-gotarda-nie-bylo-ceremonia-satanistyczna/,0
5524,Wolność słowa jest na pewno większa iż przed 2015 rokiem,fake_news_pl,Fałsz,spoleczenstwo,1613056570,,https://fakenews.pl/spoleczenstwo/andrzej-duda-wolnosc-slowa-wieksza-niz-przed-2015-rokiem-sprawdzamy/,0
5525,"Obraz z włoskiej gazety z 1962 roku przedstawia jak będzie wyglądał świat 60 lat później, w 2022 roku.",fake_news_pl,Fałsz,spoleczenstwo,1612966392,,https://fakenews.pl/spoleczenstwo/nie-obraz-z-wloskiej-gazety-z-1962-nie-przedstawia-2022-roku/,0
5526,"Jeff Bezos zrezygnował z funkcji CEO Amazona, gdy firma rozpoczęła działalność w Polsce.",fake_news_pl,Fałsz,spoleczenstwo,1612354406,,https://fakenews.pl/spoleczenstwo/nie-jeff-bezos-nie-zrezygnowal-z-funkcji-ceo-tuz-po-tym-jak-amazon-wszedl-do-polski/,0
5527,"Proboszcz z Ropicy Polskiej zażądał od niektórych osób przystępujących do bierzmowania oświadczeń, iż te nie popierają Strajku Kobiet.",fake_news_pl,Prawda,spoleczenstwo,1611678550,,https://fakenews.pl/spoleczenstwo/tak-oswiadczenia-kandydatow-do-bierzmowania-ws-strajku-kobiet-sa-prawdziwe/,1
5528,Ten film przedstawia pierwsze zimowe wejście na K2,fake_news_pl,Fałsz,spoleczenstwo,1611090086,,https://fakenews.pl/spoleczenstwo/pierwsze-zimowe-wejscie-na-k2-i-popularny-falszywy-film/,0
5529,Autorem popularnego tekstu motywacyjnego jest aktor Anthony Hopkins.,fake_news_pl,Fałsz,spoleczenstwo,1610663471,,https://fakenews.pl/spoleczenstwo/anthony-hopkins-i-falszywy-tekst-motywacyjny/,0
5530,Wkrótce policjanci mogą być zmuszeni do wypłacania z własnej kieszeni odszkodowań w wysokości nawet 20 tys. złotych za nieprawomocnie wystawione mandaty.,fake_news_pl,Fałsz,spoleczenstwo,1610484219,,https://fakenews.pl/spoleczenstwo/policjanci-zaplaca-z-wlasnej-kieszeni-odszkodowania-za-mandaty-sprawdzamy/,0
5531,Minister edukacji Przemysław Czarnek odpowiada za zmianę treści wiersza Władysława Bełzy “Katechizm polskiego dziecka”.,fake_news_pl,Fałsz,spoleczenstwo,1610482235,,https://fakenews.pl/spoleczenstwo/nie-minister-czarnek-nie-zmienil-tresci-wiersza-kto-ty-jestes/,0
5532,"Papież Franciszek został aresztowany w sobotę przez włoskie władze w związku z 80-stronnicowym aktem oskarżenia, w tym za posiadanie pornografii dziecięcej, handel ludźmi, kazirodztwo, posiadanie akcesoriów związanych z narkotykami i oszustwa.",fake_news_pl,Fałsz,spoleczenstwo,1610384637,,https://fakenews.pl/spoleczenstwo/nie-papiez-franciszek-nie-zostal-aresztowany-to-fake-news/,0
5533,"“Wszystko oprócz pracy było zakazane: spacery po ulicy, przyjemności, taniec, śpiew, spotkania towarzyskie. Wszystko było zakazane.” to cytat z “Roku 1984” Orwella.",fake_news_pl,Fałsz,spoleczenstwo,1610215494,,https://fakenews.pl/spoleczenstwo/nie-wszystko-oprocz-pracy-bylo-zakazane-to-nie-cytat-z-orwella/,0
5534,Hasło „Nawet za Hitlera aborcja była legalna” pojawiło się na jednym z kartonów podczas Strajku Kobiet.,fake_news_pl,Fałsz,spoleczenstwo,1609535086,,https://fakenews.pl/spoleczenstwo/nawet-za-hitlera-aborcja-byla-legalna-to-zdjecie-ze-strajku-kobiet-to-fotomontaz/,0
5535,Dzisiejszą popularność karp zawdzięcza głównie PRL.,fake_news_pl,W większości prawda,spoleczenstwo,1608809352,,https://fakenews.pl/spoleczenstwo/karp-na-wigilijnym-stole-wymyslem-prl-sprawdzamy/,4
5536,Obowiązujący z 31 grudnia 2020 r. na 1 stycznia 2021 r. w godzinach od 19:00 do 6:00 w całym kraju zakaz przemieszczania się jest nielegalny.,fake_news_pl,Prawda,spoleczenstwo,1608297888,,https://fakenews.pl/spoleczenstwo/tak-sylwestrowy-zakaz-przemieszczania-sie-jest-nielegalny/,1
5537,W Internecie pojawiają się apele o zmianę określenia “historia” na “herstoria”.,fake_news_pl,Fałsz,spoleczenstwo,1608063959,,https://fakenews.pl/spoleczenstwo/nie-feministki-nie-chca-zmiany-slowa-historia-na-herstoria/,0
5538,Policja wlepiła mandat za gwiazdki na karoserii.,fake_news_pl,Fałsz,spoleczenstwo,1607975049,,https://fakenews.pl/spoleczenstwo/mandat-za-osiem-gwiazd-na-samochodzie-sprawdzamy/,0
5539,"Tęczowy Św. Mikołaj zatrzymany za obrazę uczuć religijnych. Zaskoczony, nie stawiał oporu.",fake_news_pl,Fałsz,spoleczenstwo,1607459963,,https://fakenews.pl/spoleczenstwo/nie-teczowy-mikolaj-nie-zostal-zatrzymany-przez-policje/,0
5540,"„Podczas ćwiczeń między żołnierzami armii amerykańskiej a ich polskimi kolegami doszło do konfliktu. Powodem było chamskie zachowanie Amerykanów. Po kolacji grupa pijanych żołnierzy amerykańskich zaczęła obrażać Polaków nazywając ich polskimi świniami, wyrażając te swoje niezadowolenie z warunków pobytu i poziomu wyszkolenia żołnierzy 15. Brygady. W związku z tym doszło do bójki, w której niektórzy polscy żołnierze doznali ciężkiego urazu głowy. Komisja MON prowadzi dochodzenie służbowe.”",fake_news_pl,Fałsz,spoleczenstwo,1607107644,,https://fakenews.pl/spoleczenstwo/rosyjska-propaganda-o-cwiczeniach-polsko-amerykanskich-pijanstwo-konflikty-bojki/,0
5541,"„Małżeństwo uciekło z chorym na autyzm dzieckiem z Holandii do Polski. W Holandii bez zgody rodziców można zabić dziecko, które ma chorobę psychiczną.”",fake_news_pl,W większości fałsz,spoleczenstwo,1607018293,,https://fakenews.pl/spoleczenstwo/kazimierz-smolinski-o-ucieczce-malzenstwa-z-autystycznym-synem-do-polski-sprawdzamy/,3
5542,Działacze PiS oraz ich znajomi i rodziny występują regularnie w programie „Motel Polska”,fake_news_pl,Prawda,spoleczenstwo,1606513746,,https://fakenews.pl/spoleczenstwo/dzialacze-pis-oraz-ich-znajomi-i-rodziny-w-programie-motel-polska/,1
5543,Transseksualny człowiek-jeleń pomylony ze zwierzyną i postrzelony.,fake_news_pl,Fałsz,spoleczenstwo,1606501431,,https://fakenews.pl/spoleczenstwo/nie-transseksualny-czlowiek-jelen-nie-zostal-postrzelony-przez-mysliwych/,0
5544,George Soros został aresztowany za oszustwa wyborcze.,fake_news_pl,Fałsz,spoleczenstwo,1606315225,,https://fakenews.pl/spoleczenstwo/nie-george-soros-nie-zostal-aresztowany-za-oszustwa-wyborcze/,0
5545,Ambulans został zablokowany przez Strajk Kobiet.,fake_news_pl,Fałsz,spoleczenstwo,1606220597,,https://fakenews.pl/spoleczenstwo/ambulans-zablokowany-przez-strajk-kobiet-to-fake-news/,0
5546,Antifa przyznaje się do prowokacji podczas Marszu Niepodległości na koncie w sieci społecznościowej Twitter,fake_news_pl,Fałsz,spoleczenstwo,1605130051,,https://fakenews.pl/spoleczenstwo/antifa-przyznaje-sie-do-prowokacji-na-marszu-niepodleglosci-to-fake-news/,0
5547,"Popularne nagranie ma ujawniać, że w Polsce w najbliższy poniedziałek będzie wprowadzony stan wyjątkowy.",fake_news_pl,Fałsz,spoleczenstwo,1603955942,,https://fakenews.pl/spoleczenstwo/stan-wyjatkowy-to-falszywe-nagranie-z-marca-2020/,0
5548,Symbol Strajku Kobiet do złudzenia przypomina symbol Hitlerjugend i SS.,fake_news_pl,Manipulacja,spoleczenstwo,1603888481,,https://fakenews.pl/spoleczenstwo/terlecki-o-symbolu-strajku-kobiet-hitlerjugend-i-ss-to-manipulacja/,2
5549,Andrzej Wejngold został wynajęty przez Szpital Miejski w Elblągu do nagrania “propagandowego” filmu dla osób sceptycznie nastawionych do koronawirusa.,fake_news_pl,Fałsz,spoleczenstwo,1603797941,,https://fakenews.pl/spoleczenstwo/nie-andrzej-wejngold-nie-zostal-wynajety-przez-szpital-miejski-w-elblagu/,0
5550,"Papież stwierdził, iż dostrzega potrzebę wprowadzenia do porządku prawnego związków partnerskich osób homoseksualnych.",fake_news_pl,Prawda,spoleczenstwo,1603466436,,https://fakenews.pl/spoleczenstwo/co-powiedzial-papiez-franciszek-o-zwiazkach-partnerskich/,1
5551,Rząd wprowadzi zakaz sprzedaży alkoholu po godzinie 19,fake_news_pl,Fałsz,spoleczenstwo,1602759306,,https://fakenews.pl/spoleczenstwo/zakaz-sprzedazy-alkoholu-po-19-to-fake-news/,0
5552,Policjant bez maski potraktował gazem demonstrantów.,fake_news_pl,Manipulacja,spoleczenstwo,1602498933,,https://fakenews.pl/spoleczenstwo/policjant-bez-maseczki-na-marszu-dotarlismy-do-pelnego-materialu-wideo/,2
5553,500+ będzie wypłacane w bonach,fake_news_pl,Fałsz,spoleczenstwo,1602079231,,https://fakenews.pl/spoleczenstwo/nie-500-nie-bedzie-wyplacane-w-bonach-to-fake-news/,0
5554,W Polsce homoseksualizm nigdy nie był oficjalnie nielegalny,fake_news_pl,Fałsz,spoleczenstwo,1601929307,,https://fakenews.pl/spoleczenstwo/polska-nigdy-nie-karala-za-homoseksualizm-sprawdzamy/,0
5555,Zdjęcie ze swastykami z artykułu w Jerusalem Post przedstawia żydowski cmentarz w Polsce,fake_news_pl,Fałsz,spoleczenstwo,1601567387,,https://fakenews.pl/spoleczenstwo/to-nie-sa-swastyki-na-zydowskim-cmentarzu-w-polsce/,0
5556,"Film przedstawia imigrantów, którzy atakują niewinnych mieszkańców, dokonując przy tym kradzieży i rozbojów.",fake_news_pl,Fałsz,spoleczenstwo,1600424755,,https://fakenews.pl/spoleczenstwo/napady-i-kradzieze-na-lesbos-nie-to-walka-o-wode-pitna/,0
5557,Edukatorzy seksualni podają dzieciom środki na zmianę płci.,fake_news_pl,Fałsz,spoleczenstwo,1599152241,,https://fakenews.pl/spoleczenstwo/nie-edukatorzy-seksualni-nie-podaja-dzieciom-srodkow-na-zmiane-plci/,0
5558,"Religia w 8-letnim cyklu nauczania ma znacznie więcej godzin, niż Geografia, Biologia, Chemia i Fizyka.",fake_news_pl,Manipulacja,spoleczenstwo,1599038424,,https://fakenews.pl/spoleczenstwo/plan-lekcji-z-duza-liczba-godzin-religii-wyjasniamy-grafike/,2
5559,Kaja Godek zamieściła rasistowski wpis na Twitterze o “najniższej czarnej rasie”.,fake_news_pl,Fałsz,spoleczenstwo,1598436382,,https://fakenews.pl/spoleczenstwo/kaja-godek-o-najnizszej-czarnej-rasie-to-fake-news/,0
5560,Halloween zostanie w Polsce zakazane.,fake_news_pl,Fałsz,spoleczenstwo,1595098969,,https://fakenews.pl/spoleczenstwo/falszywy-zakaz-halloween-czyli-jak-dzialaja-obywatelskie-petycje-i-jak-manipuluja-nami-media/,0
5561,Tinder ostrzega użytkowników LGBT przed Polską.,fake_news_pl,Fałsz,spoleczenstwo,1594916801,,https://fakenews.pl/spoleczenstwo/nie-tinder-nie-ostrzega-uzytkownikow-lgbt-przed-polska/,0
5562,"TVP Info umieściło pasek z podpisem “Wojewoda Mazowiecki już na miejscu wypadku, Rafała Trzaskowskiego nadal nie ma” w relacji z miejsca wypadku autobusu linii nr 186 w Warszawie.",fake_news_pl,Fałsz,spoleczenstwo,1593092696,,https://fakenews.pl/spoleczenstwo/pasek-tvp-info-rafala-trzaskowskiego-nadal-nie-ma-to-przerobka/,0
5563,W ramach nowego systemu opłat za drogi krajowe i autostrady każdy kierowca obowiązkowo będzie musiał mieć zainstalowany lokalizator.,fake_news_pl,W większości fałsz,spoleczenstwo,1592780439,,https://fakenews.pl/spoleczenstwo/obowiazkowy-lokalizator-tak-ale-dla-pojazdow-o-masie-powyzej-35-tony/,3
5564,Rząd Włoch aresztuje Billa Gatesa.,fake_news_pl,Fałsz,spoleczenstwo,1589977696,,https://fakenews.pl/spoleczenstwo/bill-gates-oskarzony-i-niebawem-aresztowany-przez-wlochy-to-manipulacja/,0
5565,Ten sam chłopiec wykorzystany został kilkukrotnie do szerzenia propagandy o dużej śmiertelności na COVID-19.,fake_news_pl,Fałsz,spoleczenstwo,1589957498,,https://fakenews.pl/spoleczenstwo/ten-sam-chlopiec-umiera-4-razy-na-covid-19-to-manipulacja/,0
5566,"Policjant na filmie jest kontraktorem amerykańskiej firmy Blackwater, o czym świadczy naszywka na jego ramieniu.",fake_news_pl,Fałsz,spoleczenstwo,1589379597,,https://fakenews.pl/spoleczenstwo/polska-policja-pracuje-dla-blackwater-to-fake-news/,0
5567,"Anteny stacji telefonii komórkowych emitują promieniowanie rentgenowskie, fale gamma, ultrafioletowe.",fake_news_pl,Fałsz,technologia,1700125337,,https://fakenews.pl/technologia/trener-pema-czyli-fakty-i-mity-o-5g/,0
5568,Inne państwa nie zgodziły się na zwiększenie norm.,fake_news_pl,W większości fałsz,technologia,1700125337,,https://fakenews.pl/technologia/trener-pema-czyli-fakty-i-mity-o-5g/,3
5569,"Przebywamy w mikrofalówce, bo to jest środowisko mikrofalowe.",fake_news_pl,Fałsz,technologia,1700125337,,https://fakenews.pl/technologia/trener-pema-czyli-fakty-i-mity-o-5g/,0
5570,Najwyższa Izba Kontroli ma zastrzeżenia dotyczące spełniania norm PEM przez stacje bazowe.,fake_news_pl,Prawda,technologia,1700125337,,https://fakenews.pl/technologia/trener-pema-czyli-fakty-i-mity-o-5g/,1
5571,"Testy alertów nadawanych przez rząd USA w dniach 4 i 11 października będą szkodliwe dla społeczeństwa. Mogą one wykorzystywać sieć 5G, aby aktywować wirusa Marburga w ciałach osób zaszczepionych. Celem jest depopulacja ludzkości.",fake_news_pl,Fałsz,technologia,1696409801,,https://fakenews.pl/technologia/testy-systemow-alarmowych-4-pazdziernika-w-usa-nie-beda-sluzyc-depopulacji/,0
5572,"Pod Poznaniem rozbierają maszt telekomunikacyjny, bo jest rakotwórczy",fake_news_pl,Fałsz,technologia,1670855704,,https://fakenews.pl/technologia/masztu-pod-poznaniem-nie-usunieto-gdyz-jest-rakotworczy/,0
5573,"Film krążący w mediach społecznościowych pokazuje użycie pocisków Ch-47M2 Kindżał w ataku na ukraiński, podziemny skład amunicji",fake_news_pl,Fałsz,technologia,1656924479,,https://fakenews.pl/technologia/nie-ten-film-nie-przedstawia-uderzenia-pocisku-kindzal-w-ukrainski-sklad-amunicji/,0
5574,"Wieżę 5G w Miraflores usunięto z powodu nietypowego zapalenia płuc, które powodowała u mieszkańców.",fake_news_pl,Fałsz,technologia,1652280049,,https://fakenews.pl/technologia/nie-w-miraflores-nie-usunieto-wiezy-5g-z-powodu-nietypowego-zapalenia-pluc-u-mieszkancow/,0
5575,Film przedstawia transport rosyjskiego pocisku jądrowego,fake_news_pl,Fałsz,technologia,1646650031,,https://fakenews.pl/technologia/nie-ta-konstrukcja-to-nie-rosyjska-bomba-atomowa/,0
5576,"Dzięki nowej ustawie, rząd PiS planuje przejąć Internet",fake_news_pl,Fałsz,technologia,1638644569,,https://fakenews.pl/technologia/nie-rzad-pis-nie-planuje-przejecia-internetu-dzieki-nowej-ustawie/,0
5577,Przyczyną globalnej awarii serwisu Facebook była kradzież danych użytkowników.,fake_news_pl,Fałsz,technologia,1633448817,,https://fakenews.pl/technologia/przyczyna-awarii-facebooka-byla-kradziez-danych-uzytkownikow-nieprawda/,0
5578,"Zdjęcie przedstawia cmentarzysko samochodów elektrycznych we Francji. Nikt nie chce kupić tych aut, gdyż ich akumulatory są uszkodzone.",fake_news_pl,W większości fałsz,technologia,1626355418,,https://fakenews.pl/technologia/porzucone-samochody-elektryczne-we-francji-nie-to-chiny/,3
5579,Setki wyrzuconych “elektryków” z Paryża rozkładają się i zatruwają ziemię.,fake_news_pl,Fałsz,technologia,1621508269,,https://fakenews.pl/technologia/setki-wyrzuconych-elektrykow-z-paryza-rozkladaja-sie-i-zatruwaja-ziemie-sprawdzamy/,0
5580,"W elektrowni czarnobylskiej narasta tempo reakcji jądrowych, co jest bardzo niebezpieczne.",fake_news_pl,Fałsz,technologia,1621325837,,https://fakenews.pl/technologia/nie-elektrownia-czarnobylska-nie-stanowi-znowu-zagrozenia/,0
5581,Odnawialne źródła energii w Niemczech przestały działać przez nadejście zimy. Nasi zachodni sąsiedzi zmuszeni są do uzupełniania braków w produkcji węglem i atomem.,fake_news_pl,Fałsz,technologia,1614283280,,https://fakenews.pl/technologia/czy-dostawy-energii-z-oze-w-niemczech-zostaly-sparalizowane-przez-zime-sprawdzamy/,0
5582,"Samolot wykonuje oprysk powodujący pandemię, lub rozpyla tzw. chemtrails.",fake_news_pl,Fałsz,technologia,1610030205,,https://fakenews.pl/technologia/nie-to-nie-opryski-wirusem-to-samolot-gasniczy-boeing-747-supertanker/,0
5583,"Zdjęcie ujścia Wisły przedstawia zanieczyszczenia, spowodowane awarią oczyszczalni Czajka, spływające do Bałtyku.",fake_news_pl,Fałsz,technologia,1599422473,,https://fakenews.pl/technologia/nie-to-nie-jest-zanieczyszczone-ujscie-wisly-po-awarii-czajki/,0
5584,W Łodzi podpalono maszt 5G,fake_news_pl,W większości fałsz,technologia,1590602768,,https://fakenews.pl/technologia/podpalony-maszt-sieci-play-w-lodzi-nie-byl-masztem-5g/,3
5585,"Nagranie udowadnia, że nadajniki 5G rozsiewają koronawirusa.",fake_news_pl,Fałsz,technologia,1589800737,,https://fakenews.pl/technologia/plytka-oznaczona-cov-19-w-nadajniku-5g-to-nieprawda/,0
5586,"Rząd będzie przymusowo czipował Polaków, wyciekła umowa na dostawę czipów.",fake_news_pl,Fałsz,technologia,1589655980,,https://fakenews.pl/technologia/rzad-zamierza-przymusowo-czipowac-polakow-dementujemy-plotke/,0
5587,"Ptaki na nagraniu atakują wieżę 5G, bo czują, że wytwarza szkodliwe promieniowanie.",fake_news_pl,Fałsz,technologia,1589315067,,https://fakenews.pl/technologia/ptaki-atakujace-wieze-5g-to-fake-news/,0
5588,Izrael zabronił budowy nadajników 5G.,fake_news_pl,Fałsz,technologia,1568640395,,https://fakenews.pl/technologia/czy-izrael-zabronil-budowy-nadajnikow-5g/,0
